Timestamp,Sequence,Elapsed_Seconds,CH101_Voltage_V,CH101_Temperature_C,CH102_Voltage_V,CH102_Temperature_C,CH103_Voltage_V,CH103_Temperature_C,CH104_Voltage_V,CH104_Temperature_C,CH105_Voltage_V,CH105_Temperature_C
2026-08-26 15:08:52.282,23,22.201,-0.01256785,-1.256785,-8.441019e-05,-0.008441019,-8.366908e-05,-0.016733816,-0.02068202,-2.068202,-8.042552e-05,-0.008042552
2026-08-26 15:08:53.282,24,23.201,-0.01254237,-1.254237,-8.434238e-05,-0.008434238,-8.380632e-05,-0.016761264,-0.01866047,-1.8660469999999998,-8.037871e-05,-0.008037871
2026-08-26 15:08:54.288,25,24.207,-0.01082264,-1.082264,-8.426154e-05,-0.008426154,-8.390704e-05,-0.016781408,-0.0180835,-1.80835,-8.000389e-05,-0.008000389
2026-08-26 15:08:55.285,26,25.204,-0.01093757,-1.093757,-8.446781e-05,-0.008446781,-8.387246e-05,-0.016774492000000002,-0.01875678,-1.8756780000000002,-8.056837e-05,-0.008056837
2026-08-26 15:08:56.279,27,26.197,-0.01480805,-1.480805,-8.452283e-05,-0.008452283000000001,-8.390648e-05,-0.016781296,-0.02028103,-2.0281029999999998,-8.033189e-05,-0.008033189
2026-08-26 15:08:57.290,28,27.208,-0.006992352,-0.6992352000000001,-8.450157e-05,-0.008450157,-8.384322e-05,-0.016768644000000003,-0.01808184,-1.8081839999999998,-8.011176e-05,-0.008011176
2026-08-26 15:08:58.276,29,28.194,-0.008802279,-0.8802279,-8.431382e-05,-0.008431382,-8.389139e-05,-0.016778278,-0.02142402,-2.1424019999999997,-8.026369e-05,-0.008026369
2026-08-26 15:08:59.280,30,29.198,-0.01091205,-1.091205,-8.441959e-05,-0.008441959,-8.366119e-05,-0.016732238,-0.01980729,-1.9807290000000002,-8.041763e-05,-0.008041763
2026-08-26 15:09:00.282,31,30.2,-0.01608222,-1.608222,-8.435584e-05,-0.008435584000000001,-8.387907e-05,-0.016775814,-0.02037846,-2.037846,-8.067133e-05,-0.008067132999999999
2026-08-26 15:09:01.307,32,31.225,-0.01848107,-1.848107,-8.437067e-05,-0.008437067,-8.392847e-05,-0.016785694,-0.02155331,-2.155331,-8.061574e-05,-0.008061574
2026-08-26 15:09:02.282,33,32.2,-0.0118576,-1.18576,-8.428308e-05,-0.008428307999999999,-8.379766e-05,-0.016759532,-0.01756992,-1.7569919999999999,-8.046887e-05,-0.008046886999999999
2026-08-26 15:09:03.285,34,33.203,-0.01181597,-1.181597,-8.435843e-05,-0.008435843,-8.366797e-05,-0.016733594,-0.02033894,-2.033894,-8.041947e-05,-0.008041946999999999
2026-08-26 15:09:04.277,35,34.195,-0.007935741,-0.7935741,-8.450251e-05,-0.008450250999999999,-8.367988e-05,-0.016735976,-0.01998654,-1.9986540000000002,-8.0109e-05,-0.0080109
2026-08-26 15:09:05.276,36,35.194,-0.008963863,-0.8963863000000001,-8.420632e-05,-0.008420631999999999,-8.393828e-05,-0.016787656,-0.01966137,-1.966137,-8.051562e-05,-0.008051562
2026-08-26 15:09:06.288,37,36.206,-0.01325808,-1.325808,-8.427425e-05,-0.008427425,-8.340716e-05,-0.016681432,-0.01972841,-1.9728409999999998,-8.04094e-05,-0.00804094
2026-08-26 15:09:07.278,38,37.196,-0.007149043,-0.7149042999999999,-8.436566e-05,-0.008436566,-8.380736e-05,-0.016761472,-0.01865732,-1.8657320000000002,-8.052798e-05,-0.008052798
2026-08-26 15:09:08.280,39,38.199,-0.008972233,-0.8972233,-8.413057e-05,-0.008413057,-8.372173e-05,-0.016744346,-0.02152119,-2.152119,-8.0325e-05,-0.0080325
2026-08-26 15:09:09.286,40,39.204,-0.01311699,-1.311699,-8.429114e-05,-0.008429114000000001,-8.395517e-05,-0.016791034,-0.01829355,-1.8293549999999998,-8.022495e-05,-0.008022495
2026-08-26 15:09:10.283,41,40.201,-0.01510219,-1.510219,-8.4382e-05,-0.0084382,-8.387928e-05,-0.016775856,-0.02045025,-2.045025,-8.068759e-05,-0.008068759
2026-08-26 15:09:11.282,42,41.2,-0.01104359,-1.104359,-8.445927e-05,-0.008445927,-8.3607e-05,-0.0167214,-0.02029635,-2.0296350000000003,-8.055118e-05,-0.008055118
2026-08-26 15:09:12.284,43,42.203,-0.01472293,-1.472293,-8.438886e-05,-0.008438886,-8.38355e-05,-0.0167671,-0.02064058,-2.0640579999999997,-8.053512e-05,-0.008053511999999999
2026-08-26 15:09:13.289,44,43.208,-0.01182917,-1.182917,-8.433131e-05,-0.008433131,-8.382242e-05,-0.016764484,-0.01953525,-1.953525,-8.023425e-05,-0.008023424999999999
2026-08-26 15:09:14.291,45,44.21,-0.01062839,-1.0628389999999999,-8.423374e-05,-0.008423374,-8.372608e-05,-0.016745216,-0.01814722,-1.814722,-8.008108e-05,-0.008008108
2026-08-26 15:09:15.283,46,45.201,-0.01216303,-1.216303,-8.45452e-05,-0.00845452,-8.381645e-05,-0.01676329,-0.02083546,-2.083546,-8.033326e-05,-0.008033326
2026-08-26 15:09:16.282,47,46.2,-0.009446332,-0.9446332,-8.431578e-05,-0.008431578,-8.375007e-05,-0.016750014,-0.0204766,-2.04766,-8.052503e-05,-0.008052502999999999
2026-08-26 15:09:17.278,48,47.196,-0.009352826,-0.9352826,-8.404651e-05,-0.008404650999999999,-8.380936e-05,-0.016761872,-0.0210873,-2.10873,-8.057197e-05,-0.008057197
2026-08-26 15:09:18.278,49,48.196,-0.007966452,-0.7966452,-8.435451e-05,-0.008435451,-8.37221e-05,-0.01674442,-0.02064902,-2.064902,-8.05193e-05,-0.00805193
2026-08-26 15:09:19.283,50,49.202,-0.0120712,-1.20712,-8.438009e-05,-0.008438009,-8.392308e-05,-0.016784616,-0.01965467,-1.9654669999999999,-8.033984e-05,-0.008033984
2026-08-26 15:09:20.284,51,50.202,-0.01154107,-1.154107,-8.424793e-05,-0.008424793,-8.383785e-05,-0.01676757,-0.02030268,-2.030268,-8.017309e-05,-0.008017309
2026-08-26 15:09:21.284,52,51.202,-0.01089225,-1.0892249999999999,-8.422546e-05,-0.008422546000000001,-8.363258e-05,-0.016726516,-0.01981458,-1.981458,-8.058664e-05,-0.008058664
2026-08-26 15:09:22.291,53,52.209,-0.0128279,-1.2827899999999999,-8.42028e-05,-0.00842028,-8.369144e-05,-0.016738288,-0.02184866,-2.184866,-8.019713e-05,-0.008019713
2026-08-26 15:09:23.282,54,53.201,-0.007735594,-0.7735594,-8.454247e-05,-0.008454247,-8.379149e-05,-0.016758298,-0.03054031,-3.054031,-8.026877e-05,-0.008026877
2026-08-26 15:09:24.292,55,54.21,-0.01363733,-1.3637329999999999,-8.429246e-05,-0.008429246,-8.356618e-05,-0.016713236,-0.02073422,-2.0734220000000003,-8.054e-05,-0.008054
2026-08-26 15:09:25.277,56,55.195,-0.007890931,-0.7890931,-8.444686e-05,-0.008444686,-8.379592e-05,-0.016759184,-0.01810589,-1.810589,-8.036337e-05,-0.008036337000000001
2026-08-26 15:09:26.279,57,56.198,-0.007444833,-0.7444833,-8.443828e-05,-0.008443828,-8.406402e-05,-0.016812804,-0.0201522,-2.01522,-8.065865e-05,-0.008065865
2026-08-26 15:09:27.284,58,57.202,-0.008697609,-0.8697609000000001,-8.446868e-05,-0.008446868,-8.387703e-05,-0.016775406,-0.02040941,-2.040941,-8.060011e-05,-0.008060011
2026-08-26 15:09:28.282,59,58.2,-0.01057712,-1.057712,-8.456626e-05,-0.008456626,-8.382515e-05,-0.01676503,-0.01907987,-1.9079869999999999,-8.060506e-05,-0.008060506
2026-08-26 15:09:29.288,60,59.206,-0.01123622,-1.123622,-8.439404e-05,-0.008439404,-8.3648e-05,-0.0167296,-0.02048337,-2.048337,-8.06317e-05,-0.00806317
2026-08-26 15:09:30.283,61,60.201,-0.007446373,-0.7446373000000001,-8.442513e-05,-0.008442513,-8.389895e-05,-0.01677979,-0.02012381,-2.012381,-8.064797e-05,-0.008064797
2026-08-26 15:09:31.291,62,61.209,-0.01351652,-1.351652,-8.439178e-05,-0.008439178,-8.392983e-05,-0.016785966000000003,-0.02098499,-2.098499,-8.044787e-05,-0.008044787000000001
2026-08-26 15:09:32.276,63,62.194,-0.01377501,-1.377501,-8.440322e-05,-0.008440322,-8.372634e-05,-0.016745268,-0.01941162,-1.941162,-8.047536e-05,-0.008047536000000001
2026-08-26 15:09:33.289,64,63.207,-0.01224031,-1.224031,-8.442489e-05,-0.008442489,-8.355039e-05,-0.016710078,-0.01951144,-1.9511440000000002,-8.061314e-05,-0.008061314
2026-08-26 15:09:34.280,65,64.198,-0.002219778,-0.2219778,-8.444712e-05,-0.008444712,-8.379372e-05,-0.016758744,-0.02001375,-2.001375,-8.044269e-05,-0.008044269
2026-08-26 15:09:35.292,66,65.211,-0.01300531,-1.300531,-8.460992e-05,-0.008460992,-8.390834e-05,-0.016781668,-0.01994459,-1.9944590000000002,-8.029422e-05,-0.008029422
2026-08-26 15:09:36.278,67,66.197,-0.01259178,-1.2591780000000001,-8.441847e-05,-0.008441846999999999,-8.381447e-05,-0.016762894,-0.01812243,-1.8122429999999998,-8.043379e-05,-0.008043379
2026-08-26 15:09:37.281,68,67.2,-0.00655758,-0.6557580000000001,-8.43811e-05,-0.00843811,-8.399819e-05,-0.016799638000000002,-0.01923858,-1.923858,-8.047794e-05,-0.008047793999999999
2026-08-26 15:09:38.283,69,68.202,-0.008202233,-0.8202233,-8.443889e-05,-0.008443889,-8.40918e-05,-0.016818359999999997,-0.02052658,-2.052658,-8.048262e-05,-0.008048261999999999
2026-08-26 15:09:39.286,70,69.204,-0.007800049,-0.7800049,-8.461675e-05,-0.008461675,-8.383365e-05,-0.01676673,-0.02109864,-2.109864,-8.010342e-05,-0.008010342
2026-08-26 15:09:40.277,71,70.195,-0.01221672,-1.221672,-8.464346e-05,-0.008464346,-8.385171e-05,-0.016770342,-0.01997642,-1.9976420000000001,-8.038952e-05,-0.008038952
2026-08-26 15:09:41.280,72,71.198,-0.0130753,-1.30753,-8.455407e-05,-0.008455407,-8.397478e-05,-0.016794956,-0.01689948,-1.6899480000000002,-8.048541e-05,-0.008048541
2026-08-26 15:09:42.277,73,72.195,-0.01132303,-1.132303,-8.422922e-05,-0.008422922,-8.409953e-05,-0.016819906000000003,-0.01966856,-1.9668560000000002,-8.072133e-05,-0.008072133
2026-08-26 15:09:43.278,74,73.196,-0.01157573,-1.157573,-8.434409e-05,-0.008434409,-8.388707e-05,-0.016777414,-0.01842752,-1.842752,-8.058422e-05,-0.008058422
2026-08-26 15:09:44.280,75,74.199,-0.01231696,-1.231696,-8.431802e-05,-0.008431802,-8.396723e-05,-0.016793446,-0.01778496,-1.7784959999999999,-8.033088e-05,-0.008033088
2026-08-26 15:09:45.278,76,75.196,-0.01128947,-1.128947,-8.451195e-05,-0.008451195,-8.394624e-05,-0.016789248,-0.01725759,-1.725759,-8.052851e-05,-0.008052851
2026-08-26 15:09:46.282,77,76.2,-0.01281079,-1.281079,-8.409956e-05,-0.008409956,-8.366108e-05,-0.016732216,-0.01735975,-1.735975,-8.006919e-05,-0.008006919
2026-08-26 15:09:47.283,78,77.202,-0.00885096,-0.885096,-8.439971e-05,-0.008439971,-8.384635e-05,-0.01676927,-0.01679021,-1.679021,-8.047556e-05,-0.008047556
2026-08-26 15:09:48.284,79,78.203,-0.005370958,-0.5370958,-8.425846e-05,-0.008425845999999999,-8.39472e-05,-0.01678944,-0.01882453,-1.882453,-8.049736e-05,-0.008049736
2026-08-26 15:09:49.278,80,79.196,-0.01256252,-1.2562520000000001,-8.435689e-05,-0.008435689,-8.383812e-05,-0.016767624000000002,-0.02214041,-2.214041,-8.079342e-05,-0.008079342
2026-08-26 15:09:50.279,81,80.197,-0.0103158,-1.03158,-8.45187e-05,-0.00845187,-8.376525e-05,-0.01675305,-0.02108291,-2.108291,-8.083665e-05,-0.008083665
2026-08-26 15:09:51.293,82,81.211,-0.007599253,-0.7599253,-8.450164e-05,-0.008450164,-8.392482e-05,-0.016784964,-0.02133474,-2.133474,-8.056268e-05,-0.008056268
2026-08-26 15:09:52.279,83,82.197,-0.01382361,-1.382361,-8.413571e-05,-0.008413571,-8.393314e-05,-0.016786627999999998,-0.02274832,-2.274832,-8.065129e-05,-0.008065129
2026-08-26 15:09:53.277,84,83.195,-0.01058157,-1.058157,-8.432963e-05,-0.008432963,-8.340326e-05,-0.016680652,-0.02114523,-2.114523,-8.042649e-05,-0.008042649
2026-08-26 15:09:54.277,85,84.195,-0.01082208,-1.082208,-8.423433e-05,-0.008423433000000001,-8.381067e-05,-0.016762134,-0.02005618,-2.005618,-8.041765e-05,-0.008041765000000001
2026-08-26 15:09:55.281,86,85.199,-0.0146311,-1.46311,-8.441078e-05,-0.008441078,-8.395253e-05,-0.016790506,-0.01939991,-1.939991,-8.060521e-05,-0.008060521000000001
2026-08-26 15:09:56.286,87,86.204,-0.01280966,-1.280966,-8.447748e-05,-0.008447748,-8.381913e-05,-0.016763826,-0.01932786,-1.932786,-8.050269e-05,-0.008050269
2026-08-26 15:09:57.280,88,87.198,-0.01253129,-1.253129,-8.422654e-05,-0.008422654,-8.390169e-05,-0.016780338,-0.01923975,-1.923975,-8.050991e-05,-0.008050990999999999
2026-08-26 15:09:58.279,89,88.198,-0.008728067,-0.8728067,-8.418454e-05,-0.008418454,-8.403385e-05,-0.016806770000000002,-0.03192079,-3.1920789999999997,-8.031845e-05,-0.008031845000000001
2026-08-26 15:09:59.285,90,89.203,-0.01683178,-1.683178,-8.447022e-05,-0.008447022,-8.398232e-05,-0.016796464,-0.01760606,-1.760606,-8.040897e-05,-0.008040897
2026-08-26 15:10:00.290,91,90.208,-0.01183082,-1.183082,-8.433056e-05,-0.008433056,-8.390196e-05,-0.016780391999999998,-0.01967841,-1.967841,-8.045706e-05,-0.008045706
2026-08-26 15:10:01.277,92,91.195,-0.007337931,-0.7337931,-8.442196e-05,-0.008442195999999999,-8.402547e-05,-0.016805094,-0.01416883,-1.4168830000000001,-8.027302e-05,-0.008027302
2026-08-26 15:10:02.278,93,92.196,-0.008470983,-0.8470983,-8.424946e-05,-0.008424946,-8.39209e-05,-0.016784180000000003,-0.01890627,-1.8906269999999998,-8.044019e-05,-0.008044019
2026-08-26 15:10:03.280,94,93.199,-0.01177184,-1.177184,-8.45326e-05,-0.00845326,-8.392984e-05,-0.016785968,-0.02036741,-2.0367409999999997,-8.052818e-05,-0.008052818
2026-08-26 15:10:04.282,95,94.201,-0.01325633,-1.325633,-8.460548e-05,-0.008460548,-8.413735e-05,-0.01682747,-0.01968549,-1.9685489999999999,-8.04096e-05,-0.00804096
2026-08-26 15:10:05.283,96,95.201,-0.01332766,-1.332766,-8.452588e-05,-0.008452588,-8.388853e-05,-0.016777706,-0.02855075,-2.855075,-8.063139e-05,-0.008063138999999999
2026-08-26 15:10:06.285,97,96.203,-0.01241304,-1.241304,-8.435735e-05,-0.008435735,-8.379658e-05,-0.016759316,-0.01908906,-1.9089060000000002,-8.081982e-05,-0.008081982
2026-08-26 15:10:07.278,98,97.196,-0.00802612,-0.802612,-8.437588e-05,-0.008437588,-8.386946e-05,-0.016773892,-0.01878893,-1.878893,-8.065554e-05,-0.008065554
2026-08-26 15:10:08.292,99,98.21,-0.01117387,-1.1173870000000001,-8.441806e-05,-0.008441806,-8.397957e-05,-0.016795914000000002,-0.01870814,-1.8708140000000002,-8.037287e-05,-0.008037287
2026-08-26 15:10:09.292,100,99.21,-0.007363123,-0.7363123,-8.440077e-05,-0.008440077,-8.387582e-05,-0.016775164,-0.01694356,-1.694356,-8.049762e-05,-0.008049762
2026-08-26 15:10:10.282,101,100.2,-0.01057823,-1.057823,-8.446438e-05,-0.008446437999999999,-8.399008e-05,-0.016798016000000002,-0.02093134,-2.093134,-8.043031e-05,-0.008043030999999999
2026-08-26 15:10:11.277,102,101.196,-0.01184333,-1.1843329999999999,-8.468437e-05,-0.008468437,-8.398155e-05,-0.016796310000000002,-0.01988774,-1.988774,-8.052554e-05,-0.008052554
2026-08-26 15:10:12.310,103,102.229,-0.01276558,-1.276558,-8.467695e-05,-0.008467695,-8.404331e-05,-0.016808662000000002,-0.03145316,-3.1453160000000002,-8.073429e-05,-0.008073429
2026-08-26 15:10:13.283,104,103.202,-0.01201474,-1.201474,-8.469832e-05,-0.008469832,-8.397204e-05,-0.016794408,-0.02049964,-2.049964,-8.082111e-05,-0.008082111
2026-08-26 15:10:14.285,105,104.203,-0.01449249,-1.449249,-8.453396e-05,-0.008453396,-8.37595e-05,-0.0167519,-0.01835256,-1.835256,-8.0595e-05,-0.008059499999999999
2026-08-26 15:10:15.285,106,105.204,-0.0126041,-1.26041,-8.446973e-05,-0.008446973,-8.407694e-05,-0.016815388,-0.0194523,-1.9452299999999998,-8.059129e-05,-0.008059129
2026-08-26 15:10:16.283,107,106.201,-0.01094833,-1.094833,-8.434286e-05,-0.008434286000000001,-8.395007e-05,-0.016790014,-0.02165509,-2.1655089999999997,-8.038784e-05,-0.008038784
2026-08-26 15:10:17.278,108,107.196,-0.008156894,-0.8156894,-8.426295e-05,-0.008426295,-8.373924e-05,-0.016747848,-0.01803824,-1.803824,-8.021036e-05,-0.008021036
2026-08-26 15:10:18.278,109,108.196,-0.009675392,-0.9675391999999999,-8.441488e-05,-0.008441488,-8.394922e-05,-0.016789843999999998,-0.01952722,-1.952722,-8.040428e-05,-0.008040428
2026-08-26 15:10:19.281,110,109.199,-0.006916269,-0.6916269,-8.435311e-05,-0.008435311000000001,-8.378617e-05,-0.016757234,-0.02007929,-2.007929,-8.072418e-05,-0.008072418
2026-08-26 15:10:20.281,111,110.199,-0.01030466,-1.030466,-8.450998e-05,-0.008450998,-8.365277e-05,-0.016730554,-0.02287212,-2.287212,-8.04265e-05,-0.00804265
2026-08-26 15:10:21.284,112,111.203,-0.01458597,-1.458597,-8.44345e-05,-0.00844345,-8.39145e-05,-0.0167829,-0.02025832,-2.025832,-8.080928e-05,-0.008080928
2026-08-26 15:10:22.286,113,112.204,-0.01257774,-1.257774,-8.445908e-05,-0.008445908,-8.388596e-05,-0.016777192,-0.01926891,-1.926891,-8.057817e-05,-0.008057817
2026-08-26 15:10:23.285,114,113.203,-0.01449285,-1.449285,-8.438621e-05,-0.008438621,-8.40033e-05,-0.01680066,-0.02112694,-2.112694,-8.052506e-05,-0.008052506
2026-08-26 15:10:24.281,115,114.199,-0.008610972,-0.8610972,-8.443662e-05,-0.008443662000000001,-8.393637e-05,-0.016787274,-0.02068831,-2.0688310000000003,-8.035685e-05,-0.008035685
2026-08-26 15:10:25.280,116,115.198,-0.009905731,-0.9905730999999999,-8.467589e-05,-0.008467589000000001,-8.394344e-05,-0.016788688,-0.02150971,-2.150971,-8.044173e-05,-0.008044173
2026-08-26 15:10:26.292,117,116.21,-0.01392163,-1.392163,-8.458079e-05,-0.008458079,-8.407189e-05,-0.016814377999999998,-0.01856829,-1.856829,-8.067517e-05,-0.008067517
2026-08-26 15:10:27.283,118,117.201,-0.009741912,-0.9741912,-8.486322e-05,-0.008486322000000001,-8.404554e-05,-0.016809108,-0.01959541,-1.959541,-8.0592e-05,-0.0080592
2026-08-26 15:10:28.288,119,118.206,-0.01341282,-1.341282,-8.473372e-05,-0.008473372,-8.393703e-05,-0.016787405999999998,-0.02113711,-2.113711,-8.05119e-05,-0.00805119
2026-08-26 15:10:29.277,120,119.195,-0.00819753,-0.819753,-8.423842e-05,-0.008423842,-8.373941e-05,-0.016747882,-0.01639261,-1.6392609999999999,-8.071076e-05,-0.008071076
2026-08-26 15:10:30.279,121,120.198,-0.008683511,-0.8683510999999999,-8.453258e-05,-0.008453258,-8.43016e-05,-0.01686032,-0.0199903,-1.9990299999999999,-8.04281e-05,-0.008042810000000001
2026-08-26 15:10:31.288,122,121.206,-0.01274955,-1.274955,-8.433866e-05,-0.008433866,-8.39644e-05,-0.01679288,-0.01804552,-1.804552,-8.063932e-05,-0.008063932
2026-08-26 15:10:32.277,123,122.196,-0.007761119,-0.7761119000000001,-8.458458e-05,-0.008458458,-8.391512e-05,-0.016783023999999997,-0.01785697,-1.7856969999999999,-8.075679e-05,-0.008075679
2026-08-26 15:10:33.284,124,123.202,-0.01367079,-1.367079,-8.444391e-05,-0.008444391,-8.403013e-05,-0.016806026,-0.0219112,-2.1911199999999997,-8.046171e-05,-0.008046171
2026-08-26 15:10:34.279,125,124.197,-0.009317605,-0.9317605,-8.44365e-05,-0.00844365,-8.417835e-05,-0.01683567,-0.02053039,-2.053039,-8.042589e-05,-0.008042589
2026-08-26 15:10:35.277,126,125.195,-0.005578397,-0.5578396999999999,-8.459349e-05,-0.008459349,-8.40389e-05,-0.01680778,-0.01772422,-1.772422,-8.048901e-05,-0.008048900999999999
2026-08-26 15:10:36.276,127,126.195,-0.009804608,-0.9804607999999999,-8.450186e-05,-0.008450186,-8.409425e-05,-0.01681885,-0.01727315,-1.7273150000000002,-8.060736e-05,-0.008060735999999999
2026-08-26 15:10:37.278,128,127.196,-0.008007156,-0.8007156,-8.462538e-05,-0.008462538,-8.418195e-05,-0.01683639,-0.01949289,-1.9492889999999998,-8.045173e-05,-0.008045173000000001
2026-08-26 15:10:38.277,129,128.195,-0.008818544,-0.8818543999999999,-8.461526e-05,-0.008461525999999999,-8.411378e-05,-0.016822756,-0.01999716,-1.999716,-8.06973e-05,-0.008069729999999999
2026-08-26 15:10:39.280,130,129.199,-0.00724467,-0.724467,-8.463647e-05,-0.008463647,-8.387313e-05,-0.016774626,-0.02066462,-2.066462,-8.051099e-05,-0.008051099
2026-08-26 15:10:40.283,131,130.201,-0.01036442,-1.0364419999999999,-8.455124e-05,-0.008455124,-8.395589e-05,-0.016791178,-0.01826554,-1.826554,-8.044429e-05,-0.008044429
2026-08-26 15:10:41.285,132,131.204,-0.01479929,-1.479929,-8.437787e-05,-0.008437787,-8.420865e-05,-0.01684173,-0.02086906,-2.086906,-8.061183e-05,-0.008061183
2026-08-26 15:10:42.292,133,132.211,-0.01088495,-1.088495,-8.477807e-05,-0.008477807,-8.40382e-05,-0.01680764,-0.01875456,-1.875456,-8.046237e-05,-0.008046237
2026-08-26 15:10:43.290,134,133.208,-0.01121964,-1.121964,-8.459842e-05,-0.008459841999999999,-8.397219e-05,-0.016794438000000002,-0.01802298,-1.8022980000000002,-8.050753e-05,-0.008050753
2026-08-26 15:10:44.293,135,134.211,-0.009839652,-0.9839652000000001,-8.476439e-05,-0.008476439,-8.404923e-05,-0.016809846,-0.01747117,-1.747117,-8.052157e-05,-0.008052156999999999
2026-08-26 15:10:45.279,136,135.198,-0.006932072,-0.6932072,-8.465693e-05,-0.008465693,-8.388989e-05,-0.016777978000000002,-0.01895941,-1.8959409999999999,-8.057345e-05,-0.008057344999999999
2026-08-26 15:10:46.276,137,136.194,-0.007931007,-0.7931007,-8.437051e-05,-0.008437051000000001,-8.403455e-05,-0.01680691,-0.01764921,-1.7649209999999997,-8.064647e-05,-0.008064647000000001
2026-08-26 15:10:47.282,138,137.2,-0.01370799,-1.3707989999999999,-8.474614e-05,-0.008474614,-8.419773e-05,-0.016839546,-0.02023577,-2.023577,-8.052926e-05,-0.008052926
